client_id;ca_total;nb_achats;panier_moyen;nb_sessions;premiere_transaction;derniere_transaction;est_btob
c_8619;2696.62;208;12.96451923076923;81;2021-03-11 00:23:46.439346;2023-02-22 21:27:43.431736;False
c_1231;2692.22;58;46.41758620689655;31;2021-03-03 10:06:40.542600;2023-02-26 18:58:31.188457;False
c_7216;2691.58;205;13.129658536585366;82;2021-03-12 23:16:51.224452;2023-02-26 17:19:49.674686;False
c_7055;2691.2799999999997;232;11.600344827586206;101;2021-03-28 14:58:08.219390;2023-02-17 17:41:59.851767;False
c_3085;2690.74;215;12.51506976744186;87;2021-03-02 05:28:51.053636;2023-02-26 19:31:16.880502;False
c_829;2688.88;223;12.057757847533633;83;2021-03-04 08:25:09.875445;2023-02-27 21:17:11.093465;False
c_1262;2688.77;61;44.07819672131148;36;2021-03-26 23:19:39.004568;2023-02-18 09:57:37.401195;False
c_7826;2688.68;226;11.896814159292035;97;2021-03-06 21:12:09.657193;2023-02-26 23:00:57.352252;False
c_5314;2685.27;193;13.913316062176166;77;2021-03-09 03:31:17.936617;2023-02-13 21:12:49.616715;False
c_3202;2683.82;154;17.427402597402597;88;2021-03-11 17:51:22.905338;2023-02-26 02:28:46.512639;False
c_3645;2682.89;189;14.195185185185185;87;2021-03-12 05:28:22.790058;2023-02-23 18:00:27.324769;False
c_2216;2682.08;172;15.593488372093022;64;2021-03-09 13:13:29.630290;2023-02-28 07:42:52.466772;False
c_2276;2681.7;215;12.473023255813953;86;2021-03-06 12:45:38.373869;2023-02-06 15:34:05.840404;False
c_3270;2680.18;213;12.58300469483568;82;2021-03-07 07:22:06.312503;2023-02-15 15:22:14.396595;False
c_4854;2678.75;144;18.602430555555557;113;2021-03-09 16:54:53.333032;2023-02-21 01:23:16.725710;False
c_2305;2677.59;210;12.750428571428571;105;2021-03-02 17:42:09.376502;2023-02-19 06:49:03.513161;False
c_336;2676.58;156;17.157564102564102;121;2021-03-07 18:46:21.646455;2023-02-28 14:57:09.248741;False
c_6158;2673.64;48;55.70083333333333;30;2021-03-21 03:10:27.254628;2023-02-27 05:36:24.196630;False
c_2644;2672.08;202;13.228118811881188;89;2021-03-05 04:35:11.565460;2023-02-28 09:34:17.137368;False
c_5894;2670.48;208;12.838846153846154;81;2021-03-07 21:01:49.988797;2023-02-28 10:05:12.117723;False
c_4068;2670.2;189;14.128042328042326;75;2021-03-08 07:13:05.921161;2023-02-22 12:42:34.707696;False
c_1396;2665.44;190;14.028631578947369;76;2021-03-11 22:54:42.152547;2023-02-28 11:47:01.598633;False
c_238;2665.22;172;15.49546511627907;84;2021-03-01 21:54:11.172861;2023-02-28 13:21:22.733154;False
c_7806;2664.68;75;35.529066666666665;46;2021-03-13 08:13:16.166206;2023-02-24 13:00:12.258161;False
c_6014;2662.19;190;14.011526315789474;78;2021-03-02 06:09:20.058295;2023-02-21 08:01:05.611132;False
c_8023;2657.78;197;13.491269035532996;85;2021-03-01 14:47:39.643356;2023-02-07 02:41:10.505219;False
c_5456;2657.7599999999998;85;31.26776470588235;43;2021-03-29 10:53:44.502281;2023-02-16 16:50:17.523750;False
c_7977;2656.48;133;19.973533834586465;100;2021-03-15 20:38:47.242960;2023-02-26 02:31:57.355121;False
c_5289;2649.45;214;12.380607476635513;98;2021-03-04 22:07:30.107326;2023-02-22 08:34:01.281317;False
c_1815;2648.58;157;16.869936305732484;117;2021-03-06 05:54:39.691131;2023-02-18 18:59:37.854675;False
c_5152;2648.23;222;11.928963963963964;89;2021-03-01 13:45:51.575117;2023-02-25 15:44:55.374306;False
c_3977;2648.02;203;13.044433497536946;88;2021-03-01 23:35:48.818312;2023-02-09 04:29:35.017610;False
c_7947;2643.89;38;69.57605263157895;20;2021-03-03 01:39:37.914920;2022-12-19 06:34:18.933544;False
c_237;2642.91;117;22.588974358974358;72;2021-03-19 20:47:01.936827;2023-02-24 14:59:04.774074;False
c_1573;2642.32;68;38.85764705882353;35;2021-03-21 07:59:11.131104;2023-02-13 22:47:34.806165;False
c_4640;2642.1;184;14.359239130434782;75;2021-03-11 20:18:43.799408;2023-02-12 17:32:00.293011;False
c_4450;2639.2599999999998;221;11.94235294117647;92;2021-03-01 20:28:51.627328;2023-02-11 04:57:18.727336;False
c_4903;2638.53;57;46.290000000000006;32;2021-03-17 07:05:14.833348;2023-01-31 12:50:35.451013;False
c_4356;2638.0099999999998;50;52.7602;34;2021-03-30 12:05:37.213697;2023-02-25 15:47:55.752870;False
c_4241;2636.52;59;44.68677966101695;42;2021-03-19 17:34:07.442905;2023-01-20 01:48:58.770656;False
c_846;2632.37;208;12.655624999999999;80;2021-03-14 08:35:07.360459;2023-02-12 14:49:10.958200;False
c_4258;2632.06;141;18.66709219858156;87;2021-03-19 13:32:38.388185;2023-02-09 10:42:17.609100;False
c_531;2631.95;57;46.17456140350877;40;2021-03-12 23:17:08.108253;2023-02-09 13:20:22.113114;False
c_7568;2631.47;55;47.844909090909084;36;2021-03-26 05:49:44.348903;2023-02-25 19:37:16.275627;False
c_5077;2629.5099999999998;208;12.641874999999999;84;2021-03-08 07:14:58.587323;2023-02-24 03:35:45.298287;False
c_7194;2629.27;205;12.82570731707317;85;2021-03-16 12:08:53.274716;2023-02-20 18:49:09.720418;False
c_7323;2628.64;144;18.254444444444445;98;2021-03-07 05:43:53.548433;2023-02-14 07:29:37.215726;False
c_7236;2626.07;216;12.157731481481482;93;2021-03-05 10:50:33.931257;2023-02-27 12:59:36.891029;False
c_3495;2625.74;217;12.100184331797234;93;2021-03-05 20:57:52.992094;2023-02-25 13:35:37.560073;False
c_162;2625.08;60;43.751333333333335;35;2021-03-22 19:30:27.274808;2023-02-22 20:13:42.678837;False
c_7144;2623.86;213;12.318591549295775;91;2021-03-02 10:52:42.003410;2023-02-28 23:45:54.817107;False
c_7657;2623.0099999999998;171;15.33923976608187;111;2021-03-16 23:06:57.985734;2023-02-26 10:16:39.282970;False
c_5535;2621.94;172;15.243837209302326;71;2021-03-12 09:09:16.045380;2023-02-19 16:10:43.305531;False
c_7726;2621.63;202;12.978366336633664;96;2021-03-01 00:23:14.779398;2023-02-23 08:11:02.465643;False
c_6670;2619.66;209;12.534258373205741;86;2021-03-05 12:17:03.856073;2023-02-28 12:08:20.534187;False
c_6677;2618.12;64;40.908125;34;2021-03-16 22:19:07.857029;2023-02-14 05:52:48.124220;False
c_1718;2617.2599999999998;207;12.643768115942027;77;2021-03-01 09:45:43.174484;2023-02-27 03:34:38.005149;False
c_6242;2616.3;65;40.25076923076924;33;2021-03-04 00:27:36.138386;2023-02-28 21:49:18.785078;False
c_6112;2614.42;171;15.289005847953216;53;2021-03-12 14:35:48.303288;2023-02-26 07:37:01.152572;False
c_4377;2613.91;208;12.566875;92;2021-03-04 01:42:27.136210;2023-02-27 05:37:00.854994;False
c_4394;2612.55;205;12.744146341463416;83;2021-03-15 04:02:42.605091;2023-02-19 02:15:22.647208;False
c_4376;2611.98;159;16.42754716981132;111;2021-03-03 06:00:30.286332;2023-02-02 05:53:26.047055;False
c_5848;2609.89;90;28.998777777777775;28;2021-04-30 23:56:37.866220;2023-02-26 19:45:00.538592;False
c_2750;2609.7;150;17.398;125;2021-03-02 00:43:25.735538;2023-02-17 09:33:32.875997;False
c_297;2608.19;70;37.25985714285714;37;2021-05-06 06:51:58.265297;2023-02-21 08:00:41.968827;False
c_1934;2607.89;64;40.74828125;41;2021-03-10 08:19:00.326988;2023-02-25 05:34:06.178913;False
c_449;2606.69;199;13.098944723618091;84;2021-03-04 15:51:47.757857;2023-02-20 23:20:09.548424;False
c_801;2606.21;61;42.724754098360656;42;2021-03-02 14:28:36.269011;2023-02-27 00:04:28.266167;False
c_661;2606.06;59;44.17050847457627;30;2021-03-15 15:53:25.771323;2022-12-13 11:28:33.999840;False
c_1139;2605.77;187;13.934598930481283;88;2021-03-17 14:42:16.658649;2023-02-27 00:11:54.899530;False
c_6597;2605.72;215;12.119627906976744;101;2021-03-12 08:40:02.690304;2023-02-24 09:37:57.847051;False
c_3815;2605.65;53;49.16320754716981;37;2021-05-19 10:36:17.698604;2023-02-25 02:41:33.492839;False
c_7640;2604.17;59;44.138474576271186;41;2021-04-15 23:56:39.128144;2023-02-15 23:56:39.128144;False
c_2637;2602.55;157;16.57675159235669;102;2021-03-01 01:42:19.446583;2023-02-23 15:59:22.499896;False
c_4501;2600.56;208;12.502692307692307;76;2021-03-07 21:24:13.494105;2023-02-28 01:51:53.168076;False
c_2391;2600.41;41;63.42463414634146;29;2021-04-02 03:48:58.963953;2023-02-09 00:03:34.313311;False
c_7003;2600.29;195;13.334820512820512;79;2021-03-02 13:28:09.399667;2023-02-26 11:53:30.952595;False
c_2480;2599.87;209;12.43956937799043;92;2021-03-11 05:35:10.422451;2023-02-24 13:46:16.140027;False
c_247;2597.22;193;13.457098445595854;90;2021-03-08 11:25:53.603966;2023-02-27 21:27:01.046746;False
c_5365;2596.59;52;49.93442307692308;26;2021-03-01 23:07:11.961497;2023-02-16 19:48:51.032563;False
c_1378;2596.11;226;11.487212389380531;95;2021-03-06 12:57:16.891038;2023-02-16 14:45:53.147494;False
c_3461;2595.48;187;13.879572192513368;69;2021-03-04 12:21:53.359975;2023-02-17 14:21:04.035294;False
c_772;2595.1;49;52.96122448979592;31;2021-03-13 05:40:22.766076;2023-02-14 17:21:45.373437;False
c_5259;2593.8;161;16.110559006211183;65;2021-03-06 18:22:26.051944;2023-02-21 07:08:23.517798;False
c_8455;2593.79;216;12.008287037037038;87;2021-03-13 07:01:22.613273;2023-02-24 19:23:52.262830;False
c_3604;2593.56;192;13.508125;84;2021-03-02 04:12:48.413514;2023-02-26 16:50:27.895017;False
c_7403;2592.73;164;15.809329268292682;123;2021-03-01 11:29:50.353462;2023-02-27 18:18:59.036955;False
c_7059;2592.64;193;13.433367875647667;77;2021-03-09 17:55:32.633279;2023-02-26 18:32:26.540381;False
c_1332;2590.85;196;13.218622448979591;86;2021-04-02 11:28:50.621339;2023-02-10 23:30:23.293989;False
c_667;2589.54;57;45.43052631578947;37;2021-03-16 20:08:02.252879;2023-01-24 06:43:31.797747;False
c_8197;2589.19;186;13.920376344086021;84;2021-03-01 20:21:21.889534;2023-02-08 22:29:18.739489;False
c_1758;2588.96;210;12.328380952380952;77;2021-03-29 00:47:59.039262;2023-02-13 23:16:10.499785;False
c_2118;2586.39;196;13.195867346938774;92;2021-03-01 18:54:51.359710;2023-02-14 13:07:34.315979;False
c_13;2586.3;206;12.55485436893204;80;2021-03-01 15:47:50.680455;2023-02-10 12:48:15.582823;False
c_5720;2580.98;150;17.206533333333333;108;2021-03-22 23:22:34.414243;2023-02-25 06:42:57.674531;False
c_569;2579.49;73;35.33547945205479;33;2021-04-14 04:44:40.223876;2023-02-27 12:04:18.994882;False
c_6364;2579.11;149;17.30946308724832;89;2021-03-13 22:22:57.594876;2023-02-18 07:16:59.643404;False
c_5224;2578.35;58;44.45431034482758;28;2021-03-16 22:17:41.532323;2023-02-03 20:06:50.560327;False
c_5413;2576.2;183;14.077595628415299;77;2021-03-03 21:46:25.231991;2023-02-22 02:17:55.911863;False
c_5173;2575.22;66;39.018484848484846;44;2021-04-26 16:51:20.409169;2023-02-19 23:05:52.903346;False
c_7009;2573.0;172;14.959302325581396;63;2021-03-17 13:43:46.341915;2023-02-21 06:06:50.394240;False
c_5354;2572.56;157;16.38573248407643;122;2021-03-02 00:00:47.621715;2023-02-22 22:37:24.787415;False
c_5306;2571.2599999999998;63;40.81365079365079;33;2021-03-10 07:55:42.333439;2023-02-01 08:47:45.322079;False
c_8049;2571.04;93;27.64559139784946;41;2021-04-06 18:25:49.083274;2023-02-25 05:46:43.172215;False
c_5171;2570.88;193;13.320621761658032;77;2021-03-21 01:15:48.320888;2023-02-26 23:07:09.962982;False
c_8323;2570.67;40;64.26675;24;2021-03-10 12:19:46.386707;2023-02-03 01:41:42.836184;False
c_228;2568.56;132;19.458787878787877;97;2021-03-18 15:39:43.925534;2023-02-28 04:13:07.488711;False
c_4129;2567.89;199;12.90396984924623;81;2021-03-20 23:02:51.771057;2023-02-24 18:12:27.505282;False
c_3733;2566.55;134;19.153358208955225;104;2021-03-05 08:12:52.171512;2023-02-23 09:19:04.144315;False
c_6202;2565.63;66;38.87318181818182;46;2021-03-13 07:00:11.378971;2023-02-03 16:59:47.607203;False
c_4284;2565.5499999999997;45;57.01222222222221;36;2021-03-11 09:23:54.732053;2023-01-19 23:16:07.055958;False
c_4727;2564.96;36;71.24888888888889;22;2021-04-03 03:18:37.204888;2023-01-21 19:05:26.353645;False
c_3409;2564.83;53;48.393018867924525;37;2021-03-02 09:32:57.236053;2023-02-08 02:20:10.218116;False
c_4489;2564.62;59;43.46813559322034;44;2021-03-03 17:32:02.902215;2023-02-12 12:01:05.716269;False
c_1063;2562.3199999999997;140;18.302285714285713;109;2021-03-08 16:41:59.102023;2023-02-26 21:32:29.132287;False
c_5086;2559.59;209;12.246842105263159;112;2021-03-06 20:38:56.682308;2023-02-19 14:41:12.753436;False
c_3158;2559.24;41;62.42048780487804;29;2021-03-22 15:10:39.217879;2023-02-22 16:18:34.795251;False
c_8274;2559.09;198;12.92469696969697;73;2021-03-10 03:13:11.089897;2023-02-21 11:28:07.580765;False
c_8597;2558.88;67;38.19223880597015;36;2021-05-10 08:12:05.320538;2023-02-11 15:05:19.531686;False
c_4591;2558.02;54;47.37074074074074;23;2021-03-10 05:16:18.602473;2022-12-12 12:09:52.927172;False
c_7652;2557.7599999999998;154;16.608831168831166;113;2021-03-13 01:00:37.135900;2023-02-28 23:33:12.421363;False
c_2288;2555.9;202;12.652970297029704;83;2021-03-10 22:32:33.641104;2023-02-10 03:12:15.803948;False
c_6653;2555.56;43;59.43162790697674;35;2021-03-01 18:37:41.211354;2023-02-08 13:50:11.505543;False
c_2765;2554.64;193;13.236476683937823;81;2021-03-21 09:30:27.828545;2023-02-22 20:30:15.747879;False
c_5291;2553.56;174;14.675632183908046;74;2021-03-04 10:43:35.352478;2023-02-27 14:34:52.956947;False
c_3666;2553.2599999999998;81;31.521728395061725;33;2021-03-14 01:15:31.549761;2023-01-20 19:51:35.630490;False
c_5323;2553.11;87;29.34609195402299;43;2021-03-06 19:59:46.518294;2023-02-24 12:50:48.779797;False
c_3745;2551.94;206;12.388058252427184;81;2021-03-01 14:30:25.750762;2023-02-27 15:29:40.674715;False
c_3297;2551.37;199;12.820954773869346;81;2021-03-20 21:46:35.778741;2023-02-27 18:00:59.455942;False
c_3104;2550.91;203;12.566059113300492;85;2021-03-05 13:18:01.730494;2023-02-23 20:45:32.832491;False
c_547;2550.21;43;59.30720930232558;23;2021-03-05 01:56:20.608494;2023-02-04 18:43:46.274225;False
c_4830;2549.04;196;13.00530612244898;72;2021-03-06 23:53:45.539995;2023-02-14 22:53:07.766685;False
c_1382;2548.21;204;12.49122549019608;94;2021-03-06 12:52:38.211513;2023-02-23 10:13:32.672225;False
c_6016;2547.79;162;15.727098765432098;133;2021-03-03 15:40:02.933904;2023-02-20 02:59:22.417166;False
c_1319;2547.56;211;12.073744075829383;96;2021-03-02 17:49:27.943927;2023-02-22 12:00:05.888354;False
c_5226;2547.49;63;40.436349206349206;36;2021-03-11 02:55:20.795102;2023-02-28 08:26:10.763412;False
c_7832;2547.24;188;13.549148936170212;88;2021-03-01 17:06:15.328973;2023-02-24 08:38:11.315967;False
c_7465;2544.7599999999998;194;13.117319587628865;76;2021-03-14 10:39:20.943616;2023-02-21 07:03:15.721012;False
c_1971;2542.84;69;36.852753623188406;27;2021-04-08 22:00:18.291888;2023-01-14 10:14:17.660805;False
c_7861;2542.77;204;12.464558823529412;86;2021-03-04 15:18:30.089561;2023-02-24 01:56:03.208469;False
c_5773;2541.54;48;52.94875;33;2021-06-02 18:42:56.458153;2023-02-19 21:54:57.854702;False
c_1454;2541.49;50;50.8298;31;2021-06-02 04:41:22.590034;2023-01-03 17:52:39.631425;False
c_4153;2541.03;207;12.275507246376813;97;2021-03-19 22:40:46.449227;2023-02-20 01:15:09.645501;False
c_800;2540.5299999999997;204;12.453578431372549;85;2021-03-16 01:52:51.723910;2023-02-28 21:05:09.315949;False
c_6773;2540.15;131;19.390458015267175;96;2021-03-12 10:58:41.090249;2023-02-18 16:15:34.617242;False
c_6996;2539.6;131;19.38625954198473;102;2021-03-24 20:48:22.693425;2023-02-19 05:22:49.041023;False
c_3519;2538.0099999999998;203;12.502512315270934;90;2021-03-21 02:39:35.914624;2023-02-22 06:05:16.039620;False
c_5247;2537.73;195;13.014;86;2021-03-08 02:16:41.778640;2023-02-24 11:21:15.839713;False
c_633;2537.41;184;13.790271739130434;65;2021-03-15 21:25:05.934316;2023-01-23 23:43:57.134187;False
c_5276;2537.25;162;15.662037037037036;106;2021-03-01 03:56:53.229035;2023-02-28 21:00:55.361467;False
c_5584;2535.18;188;13.485;74;2021-03-08 08:58:02.231467;2023-02-22 22:53:21.428165;False
c_5589;2532.58;45;56.279555555555554;30;2021-03-04 19:43:05.830251;2023-02-15 12:10:58.786319;False
c_1642;2531.77;46;55.03847826086957;38;2021-04-24 09:47:50.734956;2023-02-28 03:41:13.227719;False
c_4874;2530.84;51;49.6243137254902;41;2021-03-01 23:32:18.381673;2023-02-03 14:45:29.451985;False
c_4970;2530.73;210;12.051095238095238;88;2021-03-09 14:48:57.335297;2023-02-27 02:14:33.520643;False
c_644;2530.36;191;13.247958115183247;84;2021-03-03 01:14:45.517142;2023-02-21 09:19:10.319220;False
c_3859;2528.82;42;60.21;36;2021-03-07 04:31:53.375622;2023-01-30 15:40:55.702968;False
c_4678;2527.22;198;12.763737373737372;80;2021-03-11 09:39:27.005805;2023-01-27 03:54:57.292192;False
c_722;2526.97;182;13.884450549450548;80;2021-03-21 06:46:35.704522;2023-02-12 18:17:25.514153;False
c_4459;2524.95;182;13.873351648351647;74;2021-03-08 11:11:41.265651;2023-02-16 15:33:46.862802;False
c_5094;2523.21;68;37.10602941176471;36;2021-05-16 10:36:14.493186;2023-02-27 19:42:55.278273;False
c_2997;2521.9;177;14.248022598870056;79;2021-03-08 05:15:28.077381;2023-02-21 13:30:06.417670;False
c_520;2521.37;46;54.81239130434783;35;2021-03-10 18:07:49.553522;2023-02-17 08:04:51.553117;False
c_6477;2520.74;36;70.02055555555555;31;2021-03-07 13:55:37.579275;2023-02-02 13:42:29.227557;False
c_5071;2520.27;179;14.079720670391062;85;2021-03-06 01:30:18.256187;2023-02-17 05:33:48.770112;False
c_3163;2520.18;184;13.696630434782607;76;2021-03-10 08:46:15.700676;2023-02-25 07:49:06.679550;False
c_5404;2520.0;207;12.173913043478262;91;2021-03-11 13:18:10.375807;2023-02-22 20:45:35.436164;False
c_8260;2519.7;207;12.172463768115941;94;2021-03-10 09:55:05.311390;2023-01-11 17:01:33.374964;False
c_7417;2519.16;201;12.533134328358209;75;2021-03-07 09:50:24.404732;2023-02-24 16:10:47.472232;False
c_3253;2518.18;125;20.145439999999997;96;2021-03-14 09:28:05.328030;2023-02-14 06:08:05.426251;False
c_7552;2517.95;180;13.98861111111111;83;2021-03-07 01:36:29.220703;2023-02-07 07:37:19.595235;False
c_4175;2517.16;81;31.076049382716047;49;2021-03-09 06:58:43.513916;2023-02-18 23:37:59.220313;False
c_6304;2516.87;171;14.718538011695905;78;2021-03-03 06:49:25.121750;2023-02-23 00:52:58.536437;False
c_962;2516.3199999999997;40;62.907999999999994;31;2021-03-25 17:38:01.185788;2023-01-28 16:38:18.773070;False
c_8425;2516.31;154;16.339675324675323;103;2021-03-12 18:09:42.672930;2023-02-21 02:40:31.836056;False
c_4772;2515.98;149;16.885771812080538;114;2021-03-09 10:17:33.760500;2023-02-27 06:54:08.315405;False
c_2632;2515.81;183;13.7475956284153;65;2021-03-08 07:17:44.963856;2023-02-28 12:08:29.515848;False
c_4298;2515.66;195;12.900820512820513;95;2021-03-19 20:57:45.034362;2023-02-24 19:24:05.985748;False
c_5978;2515.04;196;12.831836734693878;75;2021-03-10 11:16:02.323220;2023-01-27 05:32:57.385267;False
c_6855;2514.8199999999997;182;13.817692307692306;79;2021-03-08 12:42:22.187379;2023-02-25 15:40:35.855785;False
c_6366;2514.62;161;15.618757763975154;55;2021-04-18 06:26:26.449035;2023-02-02 07:28:55.746298;False
c_1067;2514.48;211;11.91696682464455;77;2021-03-06 01:00:27.418612;2023-02-21 07:08:20.133641;False
c_4166;2513.67;42;59.84928571428571;28;2021-03-18 08:58:43.283590;2023-02-23 16:38:53.304418;False
c_6159;2513.24;162;15.513827160493825;101;2021-03-06 16:10:05.482625;2023-02-11 22:44:18.892734;False
c_2090;2512.78;72;34.89972222222222;42;2021-03-13 10:33:41.688222;2023-02-28 13:27:58.350202;False
c_6489;2511.91;189;13.290529100529099;73;2021-03-20 02:20:25.553693;2023-02-22 03:56:35.378647;False
c_5927;2511.87;49;51.26265306122449;33;2021-03-22 22:39:17.481082;2023-02-22 23:20:09.667228;False
c_3542;2511.81;162;15.504999999999999;68;2021-03-16 13:11:37.661656;2023-02-17 10:02:43.096716;False
c_4922;2510.79;198;12.680757575757575;91;2021-03-02 06:42:21.305377;2023-02-15 03:48:40.074590;False
c_931;2510.13;148;16.960337837837837;113;2021-03-03 15:25:40.398524;2023-02-23 10:44:45.511831;False
c_2989;2509.67;34;73.81382352941176;26;2021-03-20 09:57:10.203662;2023-02-20 09:57:10.203662;False
c_2794;2509.64;64;39.213125;37;2021-03-06 04:49:22.729989;2023-01-25 13:48:34.444692;False
c_4981;2508.37;42;59.72309523809523;29;2021-05-27 13:24:16.036119;2023-02-14 10:15:39.894575;False
c_2199;2507.7;56;44.78035714285714;39;2021-03-03 02:14:31.190158;2023-02-02 22:56:42.873700;False
c_269;2507.36;34;73.74588235294118;25;2021-04-14 22:16:21.489520;2023-02-17 18:59:29.137004;False
c_8220;2506.18;42;59.67095238095238;35;2021-03-16 15:52:55.965492;2023-02-15 18:53:42.659918;False
c_1668;2504.81;130;19.26776923076923;98;2021-03-09 16:31:16.244644;2023-02-20 18:57:08.573109;False
c_411;2504.56;59;42.45016949152542;36;2021-03-10 00:52:30.993000;2023-02-28 03:39:01.493066;False
c_6294;2504.48;52;48.16307692307692;39;2021-05-08 09:43:31.753834;2023-02-04 05:18:34.470357;False
c_6813;2503.41;208;12.035625;93;2021-03-02 20:56:49.359278;2023-02-06 15:15:21.329715;False
c_7246;2501.9;187;13.379144385026738;78;2021-03-01 05:08:48.572464;2023-02-09 00:50:38.256045;False
c_5634;2501.85;77;32.49155844155844;39;2021-04-03 08:27:25.562298;2023-02-25 08:08:09.759449;False
c_2387;2501.32;221;11.318190045248869;85;2021-03-05 01:44:52.754819;2023-02-25 02:25:19.870471;False
c_7462;2500.08;65;38.46276923076923;36;2021-03-10 09:56:29.504869;2023-02-26 16:11:10.654136;False
c_7299;2498.94;190;13.152315789473684;82;2021-03-01 02:24:57.000491;2023-02-28 19:16:55.164598;False
c_2801;2497.88;147;16.99238095238095;106;2021-03-08 11:32:35.795039;2023-02-26 01:05:12.883389;False
c_848;2497.31;154;16.2162987012987;122;2021-03-08 10:31:40.554117;2023-02-24 16:39:34.548059;False
c_380;2496.52;48;52.01083333333333;23;2021-03-27 23:21:18.732284;2023-02-06 10:34:21.132120;False
c_6692;2496.35;165;15.129393939393939;69;2021-03-12 04:12:43.762507;2023-02-27 13:53:09.742978;False
c_1467;2493.22;152;16.402763157894736;107;2021-03-02 18:53:16.690115;2023-02-25 07:24:50.034754;False
c_6892;2492.92;44;56.657272727272726;28;2021-03-18 00:20:23.140932;2023-02-25 03:39:38.772285;False
c_1959;2491.5299999999997;190;13.113315789473683;74;2021-03-17 14:12:28.470566;2023-02-26 12:56:30.566048;False
c_3343;2491.52;63;39.547936507936505;33;2021-03-20 16:10:04.998806;2023-02-26 02:45:36.920187;False
c_6087;2490.72;184;13.536521739130434;85;2021-03-04 23:19:44.371377;2023-02-12 06:57:10.774730;False
c_1143;2490.58;49;50.828163265306124;37;2021-03-01 16:04:37.883977;2023-02-26 16:00:45.658039;False
c_7818;2490.05;198;12.576010101010102;75;2021-03-22 02:33:14.028961;2023-02-22 02:48:58.741907;False
c_6850;2489.0299999999997;192;12.963697916666666;84;2021-03-11 07:02:42.913260;2023-02-13 03:24:57.377361;False
c_1578;2488.69;75;33.18253333333333;43;2021-04-06 01:23:49.865340;2023-02-16 06:35:19.193948;False
c_7172;2488.56;167;14.901556886227544;69;2021-03-08 16:55:52.223888;2023-02-18 15:59:37.204785;False
c_8304;2487.54;179;13.896871508379888;76;2021-03-21 17:15:59.513217;2023-02-16 02:20:56.116190;False
c_588;2484.11;214;11.607990654205608;89;2021-03-08 00:38:37.204736;2023-02-25 03:17:13.542251;False
c_2091;2482.36;140;17.731142857142856;106;2021-03-22 13:16:42.570510;2023-02-27 04:41:58.503820;False
c_3482;2481.98;196;12.663163265306123;88;2021-03-10 21:59:08.764030;2023-02-28 04:50:10.462884;False
c_4455;2480.39;191;12.986335078534031;83;2021-03-13 18:40:42.450616;2023-02-16 02:54:09.703129;False
c_1714;2480.08;185;13.405837837837838;71;2021-03-04 12:17:42.491292;2023-01-27 10:37:45.980520;False
c_3215;2479.9;66;37.57424242424243;44;2021-03-03 04:39:27.512895;2023-02-06 21:48:24.583296;False
c_3816;2479.82;199;12.46140703517588;80;2021-03-03 19:15:49.522974;2023-02-28 21:13:31.249611;False
c_7946;2478.96;200;12.3948;84;2021-03-08 13:52:32.161313;2023-02-24 12:32:11.054317;False
c_7495;2478.52;165;15.021333333333333;68;2021-03-04 10:34:53.674336;2023-02-28 00:53:17.373847;False
c_2141;2477.77;195;12.70651282051282;73;2021-03-12 13:26:27.108697;2023-02-25 07:07:58.818968;False
c_7279;2477.44;183;13.53792349726776;76;2021-03-02 14:52:10.537977;2023-02-28 01:34:19.537084;False
c_640;2475.84;191;12.962513089005236;93;2021-03-01 19:47:11.710250;2023-02-25 08:42:52.343168;False
c_1695;2475.7999999999997;124;19.966129032258063;97;2021-03-03 08:44:26.088336;2023-02-22 14:20:50.406209;False
c_8112;2475.65;59;41.96016949152543;47;2021-03-05 11:43:01.753166;2023-02-20 22:35:13.175012;False
c_6617;2474.22;184;13.446847826086955;91;2021-03-01 20:37:20.423438;2023-02-21 19:16:14.693877;False
c_8617;2474.02;37;66.86540540540541;26;2021-03-09 14:01:22.392530;2023-02-01 14:09:19.837868;False
c_1314;2473.27;179;13.817150837988827;79;2021-03-25 14:41:05.260506;2023-02-11 12:59:33.135570;False
c_3560;2472.41;54;45.785370370370366;31;2021-03-16 20:30:21.770364;2023-02-12 05:31:05.940775;False
c_3626;2471.4;133;18.581954887218046;93;2021-03-19 22:15:04.452354;2023-02-17 10:42:20.920355;False
c_2441;2471.33;150;16.47553333333333;113;2021-03-05 05:35:34.588441;2023-02-20 01:48:37.258706;False
c_4848;2470.39;158;15.635379746835442;118;2021-03-01 03:06:55.261647;2023-02-28 23:58:00.107815;False
c_8279;2469.77;193;12.796735751295337;87;2021-03-11 07:14:32.618801;2023-02-22 09:32:50.845554;False
c_8071;2469.37;46;53.68195652173913;27;2021-03-16 12:35:45.463252;2023-01-15 00:23:24.435860;False
c_4867;2468.5299999999997;46;53.66369565217391;36;2021-04-15 17:34:32.227869;2023-02-15 17:34:32.227869;False
c_6381;2468.42;179;13.790055865921788;66;2021-03-07 22:11:14.295747;2023-02-26 15:01:16.699769;False
c_1852;2468.29;43;57.402093023255816;28;2021-03-26 01:44:22.982095;2023-02-28 19:34:54.478173;False
c_4073;2467.68;181;13.633591160220993;71;2021-03-12 07:36:35.636979;2023-02-23 18:37:18.441628;False
c_624;2466.86;201;12.272935323383086;86;2021-03-01 11:52:33.126079;2023-02-28 22:26:27.325752;False
c_3291;2466.07;100;24.660700000000002;50;2021-03-01 13:37:02.528183;2023-02-22 20:17:08.433920;False
