client_id;montant_total;panier_moyen;frequence_achat;categorie_preferee;sexe;age;tranche_age
c_2668;365.84;15.906086956521738;23;1.0;m;58.0;55-65
c_2669;989.25;18.66509433962264;53;1.0;m;64.0;55-65
c_267;2161.48;11.257708333333333;192;0.0;f;51.0;45-55
c_2670;433.17;12.740294117647059;34;0.0;m;34.0;25-35
c_2671;861.05;13.246923076923077;65;0.0;m;38.0;35-45
c_2672;1622.79;50.7121875;32;2.0;f;20.0;<25
c_2673;1011.39;12.334024390243902;82;0.0;m;40.0;35-45
c_2674;392.23;14.008214285714287;28;0.0;f;70.0;65+
c_2675;623.53;16.408684210526314;38;0.0;m;59.0;55-65
c_2676;2018.25;46.93604651162791;43;2.0;f;30.0;25-35
c_2677;2781.33;12.145545851528384;229;0.0;f;48.0;45-55
c_2678;2726.88;66.50926829268293;41;2.0;f;30.0;25-35
c_2679;3235.05;12.992168674698796;249;0.0;m;36.0;35-45
c_268;923.5799999999999;12.651780821917807;73;0.0;f;38.0;35-45
c_2680;2288.78;12.506994535519127;183;0.0;f;48.0;45-55
c_2681;191.23;13.659285714285714;14;0.0;f;52.0;45-55
c_2682;549.37;11.942826086956522;46;0.0;m;48.0;45-55
c_2683;2014.8799999999999;16.515409836065572;122;1.0;m;64.0;55-65
c_2684;1531.21;46.40030303030303;33;1.0;f;25.0;<25
c_2685;838.87;41.9435;20;1.0;f;22.0;<25
c_2686;1388.53;53.405;26;2.0;f;27.0;25-35
c_2687;804.59;20.11475;40;1.0;m;72.0;65+
c_2688;2100.96;17.363305785123966;121;1.0;f;56.0;55-65
c_2689;1408.04;18.051794871794872;78;1.0;m;54.0;45-55
c_269;2507.36;73.74588235294118;34;2.0;f;28.0;25-35
c_2690;227.32;10.332727272727272;22;0.0;m;35.0;25-35
c_2691;1670.6499999999999;15.18772727272727;110;0.0;f;36.0;35-45
c_2692;1258.48;13.53204301075269;93;0.0;f;48.0;45-55
c_2693;299.25;18.703125;16;1.0;m;86.0;65+
c_2694;2006.09;14.329214285714285;140;0.0;m;42.0;35-45
c_2695;3364.69;63.484716981132074;53;2.0;f;22.0;<25
c_2696;651.62;18.100555555555555;36;0.0;f;46.0;45-55
c_2697;912.74;14.042153846153846;65;0.0;m;48.0;45-55
c_2698;671.36;14.284255319148937;47;1.0;m;61.0;55-65
c_2699;3124.4;15.166990291262136;206;0.0;f;35.0;25-35
c_27;497.45;38.26538461538461;13;2.0;f;29.0;25-35
c_270;333.72999999999996;15.169545454545453;22;1.0;m;71.0;65+
c_2700;178.95;19.883333333333333;9;0.0;m;21.0;<25
c_2701;177.96;44.49;4;1.0;f;24.0;<25
c_2702;799.64;38.07809523809524;21;0.0;m;24.0;<25
c_2703;2922.6;13.851184834123222;211;0.0;f;40.0;35-45
c_2704;1906.05;14.891015625;128;1.0;m;55.0;45-55
c_2705;1205.38;14.349761904761905;84;0.0;m;45.0;35-45
c_2707;1203.48;44.57333333333333;27;2.0;f;32.0;25-35
c_2708;129.94;21.656666666666666;6;1.0;m;73.0;65+
c_2709;735.91;20.441944444444445;36;1.0;m;64.0;55-65
c_271;236.57;13.142777777777777;18;0.0;m;78.0;65+
c_2710;1418.85;14.1885;100;0.0;m;39.0;35-45
c_2711;1960.1599999999999;15.313749999999999;128;0.0;f;41.0;35-45
c_2712;237.74;19.811666666666667;12;1.0;f;53.0;45-55
c_2713;1519.46;17.66813953488372;86;0.0;f;54.0;45-55
c_2714;1607.43;61.82423076923077;26;2.0;f;29.0;25-35
c_2715;796.9300000000001;72.44818181818182;11;2.0;m;27.0;25-35
c_2716;99.25;11.027777777777779;9;1.0;m;59.0;55-65
c_2717;400.57;14.835925925925926;27;0.0;m;74.0;65+
c_2718;2201.02;19.478053097345132;113;1.0;f;74.0;65+
c_2719;845.62;25.624848484848485;33;0.0;m;22.0;<25
c_272;1519.54;14.897450980392156;102;1.0;f;71.0;65+
c_2720;2447.92;19.90178861788618;123;1.0;m;64.0;55-65
c_2721;1873.6399999999999;12.833150684931505;146;0.0;m;47.0;45-55
c_2722;1454.7;13.345871559633029;109;0.0;m;38.0;35-45
c_2723;235.79999999999998;11.79;20;0.0;m;33.0;25-35
c_2724;1186.2;14.121428571428572;84;0.0;f;46.0;45-55
c_2725;1100.53;16.42582089552239;67;1.0;m;57.0;55-65
c_2726;500.35;12.508750000000001;40;0.0;f;37.0;35-45
c_2727;518.31;10.798124999999999;48;0.0;m;34.0;25-35
c_2728;1836.4;15.303333333333335;120;0.0;f;45.0;35-45
c_2729;922.69;92.269;10;2.0;f;28.0;25-35
c_273;1750.11;18.81838709677419;93;1.0;m;58.0;55-65
c_2730;59.849999999999994;9.975;6;0.0;f;58.0;55-65
c_2731;356.37;39.596666666666664;9;1.0;f;27.0;25-35
c_2732;2443.94;16.185033112582783;151;1.0;f;60.0;55-65
c_2733;2419.0699999999997;49.368775510204074;49;2.0;m;32.0;25-35
c_2734;1025.43;51.2715;20;2.0;m;22.0;<25
c_2735;1384.8899999999999;43.277812499999996;32;2.0;m;31.0;25-35
c_2736;354.48;20.851764705882353;17;1.0;f;68.0;65+
c_2737;1355.53;54.221199999999996;25;2.0;m;26.0;25-35
c_2738;1208.9;12.998924731182797;93;0.0;m;52.0;45-55
c_2739;247.96;24.796;10;0.0;f;65.0;55-65
c_274;397.53;14.723333333333333;27;1.0;m;71.0;65+
c_2740;672.95;19.79264705882353;34;1.0;m;53.0;45-55
c_2741;979.91;15.805;62;1.0;f;91.0;65+
c_2742;428.96;28.59733333333333;15;1.0;f;32.0;25-35
c_2743;1428.02;38.59513513513514;37;2.0;f;22.0;<25
c_2744;1525.74;19.560769230769232;78;0.0;f;29.0;25-35
c_2745;3096.56;12.902333333333333;240;0.0;m;38.0;35-45
c_2746;2004.52;44.54488888888889;45;1.0;m;29.0;25-35
c_2747;3483.56;13.502170542635659;258;0.0;m;46.0;45-55
c_2748;781.18;12.018153846153846;65;0.0;f;47.0;45-55
c_2749;1407.22;14.970425531914893;94;0.0;f;44.0;35-45
c_275;322.35;23.025000000000002;14;0.0;f;73.0;65+
c_2750;2609.7;17.398;150;1.0;f;68.0;65+
c_2751;2756.47;14.20860824742268;194;0.0;f;45.0;35-45
c_2752;1629.08;74.0490909090909;22;2.0;m;21.0;<25
c_2753;198.99;9.475714285714286;21;0.0;m;37.0;35-45
c_2754;835.43;15.762830188679244;53;0.0;f;38.0;35-45
c_2755;398.73;17.33608695652174;23;1.0;f;63.0;55-65
c_2756;1602.28;13.352333333333332;120;0.0;m;34.0;25-35
c_2757;2334.31;19.616050420168065;119;1.0;m;68.0;65+
c_2758;191.57999999999998;13.684285714285712;14;0.0;m;56.0;55-65
c_2759;1186.33;39.544333333333334;30;2.0;m;32.0;25-35
c_276;315.58;11.270714285714286;28;0.0;m;37.0;35-45
c_2760;1522.94;13.016581196581196;117;0.0;f;43.0;35-45
c_2761;735.52;15.64936170212766;47;1.0;f;72.0;65+
c_2762;1848.8999999999999;12.163815789473682;152;0.0;m;43.0;35-45
c_2763;379.06;15.1624;25;1.0;f;56.0;55-65
c_2764;1685.33;11.310939597315436;149;0.0;m;38.0;35-45
c_2765;2554.64;13.236476683937823;193;0.0;f;40.0;35-45
c_2766;1398.73;63.57863636363636;22;2.0;f;28.0;25-35
c_2767;1599.47;12.303615384615386;130;0.0;f;46.0;45-55
c_2768;2462.99;12.014585365853657;205;0.0;f;35.0;25-35
c_2769;1094.15;14.209740259740261;77;0.0;m;36.0;35-45
c_277;937.68;30.24774193548387;31;1.0;f;24.0;<25
c_2770;951.11;13.209861111111111;72;0.0;f;46.0;45-55
c_2771;247.91;14.582941176470587;17;0.0;m;45.0;35-45
c_2772;1620.02;15.728349514563106;103;1.0;m;83.0;65+
c_2773;1894.57;37.14843137254902;51;2.0;m;27.0;25-35
c_2774;517.02;13.973513513513513;37;1.0;m;60.0;55-65
c_2775;1553.34;15.533399999999999;100;0.0;f;48.0;45-55
c_2776;21.46;10.73;2;0.0;f;31.0;25-35
c_2777;1133.94;15.323513513513515;74;0.0;f;52.0;45-55
c_2778;137.51;17.18875;8;1.0;m;59.0;55-65
c_2779;177.26;12.661428571428571;14;0.0;f;69.0;65+
c_278;687.93;9.969999999999999;69;0.0;f;37.0;35-45
c_2780;2438.25;14.258771929824562;171;0.0;m;52.0;45-55
c_2781;1627.68;16.2768;100;1.0;m;76.0;65+
c_2782;1016.88;29.908235294117645;34;0.0;f;28.0;25-35
c_2783;1045.16;11.743370786516856;89;0.0;m;38.0;35-45
c_2784;954.89;19.487551020408162;49;1.0;f;76.0;65+
c_2785;491.85999999999996;22.357272727272726;22;1.0;f;20.0;<25
c_2786;3708.2599999999998;14.153664122137403;262;0.0;f;50.0;45-55
c_2787;415.46;15.387407407407407;27;1.0;f;56.0;55-65
c_2788;404.32;10.64;38;0.0;f;41.0;35-45
c_2789;854.09;11.69986301369863;73;0.0;m;45.0;35-45
c_279;121.89;8.126;15;0.0;f;38.0;35-45
c_2790;675.22;20.46121212121212;33;1.0;m;22.0;<25
c_2791;3912.0299999999997;61.125468749999996;64;2.0;m;20.0;<25
c_2792;1523.1;66.22173913043478;23;2.0;f;23.0;<25
c_2793;90.42;15.07;6;1.0;m;91.0;65+
c_2794;2509.64;39.213125;64;1.0;f;31.0;25-35
c_2795;3025.64;12.102559999999999;250;0.0;f;46.0;45-55
c_2796;1042.03;15.552686567164178;67;1.0;m;54.0;45-55
c_2797;478.65;15.44032258064516;31;0.0;f;68.0;65+
c_2798;434.09000000000003;13.154242424242426;33;0.0;f;66.0;65+
c_2799;770.29;15.720204081632652;49;1.0;f;58.0;55-65
c_28;706.06;16.81095238095238;42;1.0;f;54.0;45-55
c_280;168.92;9.936470588235293;17;0.0;f;75.0;65+
c_2800;909.25;13.988461538461538;65;0.0;f;38.0;35-45
c_2801;2497.88;16.99238095238095;147;1.0;m;60.0;55-65
c_2802;387.82;17.62818181818182;22;1.0;m;61.0;55-65
c_2803;3525.18;12.325804195804196;286;0.0;m;52.0;45-55
c_2804;1984.52;36.082181818181816;55;1.0;f;21.0;<25
c_2805;2000.01;44.44466666666666;45;1.0;m;25.0;<25
c_2806;537.98;31.64588235294118;17;0.0;f;25.0;<25
c_2807;1395.01;17.222345679012346;81;1.0;f;80.0;65+
c_2808;1316.7;54.862500000000004;24;1.0;f;24.0;<25
c_2809;2795.9;12.262719298245614;228;0.0;m;43.0;35-45
c_281;726.12;12.738947368421053;57;0.0;m;49.0;45-55
c_2810;1097.86;17.426349206349204;63;0.0;m;46.0;45-55
c_2811;4031.09;12.797111111111112;315;0.0;f;37.0;35-45
c_2812;3080.5099999999998;12.22424603174603;252;0.0;f;44.0;35-45
c_2813;1720.32;45.27157894736842;38;1.0;f;25.0;<25
c_2814;746.64;46.665;16;2.0;m;30.0;25-35
c_2815;1414.35;15.04627659574468;94;0.0;f;36.0;35-45
c_2816;1717.18;40.885238095238094;42;1.0;f;27.0;25-35
c_2817;45.199999999999996;15.066666666666665;3;1.0;m;65.0;55-65
c_2818;931.4;44.352380952380955;21;2.0;f;27.0;25-35
c_2819;885.49;18.447708333333335;48;0.0;f;58.0;55-65
c_282;1367.8799999999999;37.99666666666666;36;1.0;f;27.0;25-35
c_2820;2190.82;49.79136363636364;44;1.0;m;25.0;<25
c_2821;1016.78;17.83824561403509;57;1.0;m;77.0;65+
c_2822;199.05;15.311538461538463;13;1.0;m;72.0;65+
c_2823;2160.88;16.751007751937987;129;1.0;f;56.0;55-65
c_2824;1047.04;13.776842105263157;76;0.0;f;41.0;35-45
c_2825;2721.49;56.69770833333333;48;2.0;m;27.0;25-35
c_2826;1786.57;15.535391304347826;115;0.0;m;38.0;35-45
c_2827;767.5;15.989583333333334;48;1.0;f;67.0;65+
c_2828;601.37;11.346603773584906;53;0.0;f;37.0;35-45
c_2829;650.58;20.330625;32;1.0;f;57.0;55-65
c_283;4057.89;44.1075;92;2.0;m;28.0;25-35
c_2830;159.57;17.73;9;1.0;m;65.0;55-65
c_2831;1294.6299999999999;44.642413793103444;29;2.0;m;21.0;<25
c_2832;1349.55;12.495833333333334;108;0.0;m;42.0;35-45
c_2833;926.68;14.479375;64;0.0;f;49.0;45-55
c_2834;3426.52;13.543557312252965;253;0.0;m;39.0;35-45
c_2835;1075.62;17.348709677419354;62;1.0;m;84.0;65+
c_2836;1149.91;16.910441176470588;68;0.0;f;20.0;<25
c_2837;583.78;11.446666666666665;51;0.0;f;37.0;35-45
c_2838;888.6;23.38421052631579;38;1.0;f;23.0;<25
c_2839;127.26;10.605;12;0.0;m;57.0;55-65
c_284;928.83;28.14636363636364;33;1.0;f;20.0;<25
c_2840;3554.73;13.778023255813954;258;0.0;f;35.0;25-35
c_2841;649.68;10.828;60;0.0;m;45.0;35-45
c_2842;150.67;15.066999999999998;10;1.0;f;20.0;<25
c_2843;1573.31;24.20476923076923;65;0.0;f;29.0;25-35
c_2844;1152.7;42.6925925925926;27;2.0;f;20.0;<25
c_2845;705.3;29.3875;24;1.0;f;20.0;<25
c_2846;514.23;30.248823529411766;17;1.0;f;31.0;25-35
c_2847;496.93999999999994;82.82333333333332;6;2.0;f;25.0;<25
c_2848;975.18;12.831315789473683;76;0.0;m;45.0;35-45
c_2849;1807.53;13.09804347826087;138;0.0;m;35.0;25-35
c_285;607.74;13.211739130434783;46;0.0;f;57.0;55-65
c_2850;913.45;17.234905660377358;53;0.0;m;71.0;65+
c_2851;1193.17;12.428854166666667;96;0.0;f;38.0;35-45
c_2852;533.54;14.419999999999998;37;1.0;m;70.0;65+
c_2853;924.48;13.798208955223881;67;0.0;m;45.0;35-45
c_2854;1323.1599999999999;16.74886075949367;79;0.0;m;20.0;<25
c_2855;193.55;9.6775;20;0.0;f;54.0;45-55
c_2856;1194.6599999999999;25.970869565217388;46;1.0;m;29.0;25-35
c_2857;359.78999999999996;12.849642857142856;28;0.0;f;34.0;25-35
c_2858;2894.96;14.190980392156863;204;0.0;f;38.0;35-45
c_2859;2336.08;12.69608695652174;184;0.0;f;33.0;25-35
c_286;379.03999999999996;63.173333333333325;6;2.0;f;22.0;<25
c_2860;2461.2;17.21118881118881;143;1.0;m;63.0;55-65
c_2861;2927.8199999999997;14.93785714285714;196;0.0;m;33.0;25-35
c_2862;597.3;45.94615384615384;13;2.0;m;26.0;25-35
c_2863;606.42;17.326285714285714;35;0.0;m;45.0;35-45
c_2864;2171.79;55.68692307692307;39;2.0;f;22.0;<25
c_2865;1369.36;12.22642857142857;112;0.0;m;44.0;35-45
c_2866;329.32;36.59111111111111;9;1.0;f;32.0;25-35
c_2867;795.51;12.42984375;64;0.0;f;50.0;45-55
c_2868;839.62;55.974666666666664;15;2.0;m;30.0;25-35
c_2869;1462.18;12.826140350877193;114;0.0;m;36.0;35-45
c_287;98.4;16.400000000000002;6;1.0;m;24.0;<25
c_2870;290.88;10.773333333333333;27;0.0;m;60.0;55-65
c_2871;3118.67;13.103655462184875;238;0.0;f;35.0;25-35
c_2872;1351.66;30.03688888888889;45;0.0;m;31.0;25-35
c_2873;386.46000000000004;15.458400000000001;25;0.0;f;37.0;35-45
c_2874;2720.98;13.081634615384615;208;0.0;f;50.0;45-55
c_2875;3067.13;13.277619047619048;231;0.0;m;50.0;45-55
c_2876;1889.59;36.33826923076923;52;1.0;f;32.0;25-35
c_2877;1597.25;15.211904761904762;105;0.0;m;37.0;35-45
c_2878;473.52;14.349090909090908;33;1.0;m;65.0;55-65
c_2879;856.55;28.551666666666666;30;1.0;m;29.0;25-35
c_288;1360.2;14.022680412371134;97;0.0;m;44.0;35-45
c_2880;398.86;28.490000000000002;14;1.0;f;22.0;<25
c_2881;491.62;30.72625;16;0.0;m;32.0;25-35
c_2882;648.1899999999999;40.511874999999996;16;1.0;f;27.0;25-35
c_2883;1418.3999999999999;17.51111111111111;81;0.0;f;52.0;45-55
c_2884;1194.61;79.64066666666666;15;2.0;m;32.0;25-35
c_2885;427.99;11.567297297297298;37;0.0;m;51.0;45-55
c_2886;1437.88;17.323855421686748;83;0.0;m;54.0;45-55
c_2887;753.4899999999999;27.907037037037032;27;0.0;f;36.0;35-45
c_2888;120.69;15.08625;8;0.0;f;20.0;<25
c_2889;693.37;14.445208333333333;48;1.0;m;57.0;55-65
c_289;2132.92;54.69025641025641;39;1.0;f;29.0;25-35
c_2890;923.55;12.480405405405405;74;0.0;f;42.0;35-45
c_2891;1191.0;18.323076923076922;65;1.0;m;54.0;45-55
c_2892;574.05;14.351249999999999;40;0.0;f;79.0;65+
c_2893;619.24;61.924;10;2.0;f;24.0;<25
c_2894;296.0;22.76923076923077;13;1.0;f;20.0;<25
c_2895;829.66;25.14121212121212;33;1.0;m;61.0;55-65
c_2896;259.67999999999995;43.279999999999994;6;1.0;m;24.0;<25
c_2897;2140.62;14.176291390728476;151;0.0;f;35.0;25-35
c_2898;3819.85;38.58434343434343;99;0.0;f;26.0;25-35
c_2899;5214.05;49.65761904761905;105;2.0;f;30.0;25-35
c_29;1950.8999999999999;25.336363636363636;77;0.0;m;31.0;25-35
c_290;2168.09;13.060783132530121;166;0.0;m;39.0;35-45
c_2900;3290.2599999999998;13.48467213114754;244;0.0;m;45.0;35-45
c_2901;657.5;17.30263157894737;38;0.0;f;75.0;65+
c_2902;1136.44;13.214418604651163;86;0.0;f;36.0;35-45
c_2903;1703.87;15.078495575221238;113;0.0;f;57.0;55-65
c_2904;1601.98;13.810172413793104;116;0.0;f;44.0;35-45
c_2905;1767.52;25.992941176470588;68;0.0;f;66.0;65+
c_2906;1951.1699999999998;50.029999999999994;39;2.0;f;30.0;25-35
c_2907;192.84;48.21;4;2.0;m;31.0;25-35
c_2908;419.64;11.989714285714285;35;0.0;m;42.0;35-45
c_2909;603.51;24.1404;25;1.0;m;20.0;<25
c_291;1401.52;11.777478991596638;119;0.0;f;44.0;35-45
c_2910;1798.83;44.970749999999995;40;2.0;f;26.0;25-35
c_2911;946.4599999999999;30.53096774193548;31;1.0;f;22.0;<25
c_2912;1127.94;16.587352941176473;68;1.0;m;65.0;55-65
c_2913;537.65;12.503488372093022;43;0.0;m;41.0;35-45
c_2914;1935.11;14.441119402985073;134;0.0;f;44.0;35-45
c_2915;1634.54;13.508595041322314;121;0.0;f;35.0;25-35
c_2916;1633.31;16.333099999999998;100;1.0;m;57.0;55-65
c_2917;3896.0299999999997;14.483382899628252;269;0.0;m;36.0;35-45
c_2918;2309.58;14.52566037735849;159;0.0;m;48.0;45-55
c_2919;1690.68;17.251836734693878;98;1.0;m;55.0;45-55
c_292;376.01;19.79;19;1.0;f;53.0;45-55
c_2920;1480.8700000000001;13.105044247787612;113;0.0;m;36.0;35-45
c_2921;916.11;17.96294117647059;51;1.0;f;66.0;65+
c_2922;1056.18;12.725060240963856;83;0.0;m;36.0;35-45
c_2923;1593.3600000000001;29.506666666666668;54;0.0;f;28.0;25-35
c_2924;2020.36;18.20144144144144;111;1.0;m;69.0;65+
c_2925;351.43;16.734761904761903;21;1.0;m;57.0;55-65
c_2926;847.4399999999999;13.03753846153846;65;0.0;f;33.0;25-35
c_2927;411.34999999999997;14.184482758620689;29;0.0;f;42.0;35-45
c_2928;246.56;20.546666666666667;12;1.0;f;82.0;65+
c_2929;1312.15;14.41923076923077;91;0.0;m;45.0;35-45
c_293;1662.02;39.57190476190476;42;2.0;m;28.0;25-35
c_2930;506.19;11.504318181818181;44;0.0;f;50.0;45-55
c_2931;212.34;35.39;6;1.0;f;29.0;25-35
c_2932;953.4699999999999;41.455217391304345;23;1.0;m;26.0;25-35
c_2933;1195.01;14.75320987654321;81;0.0;m;62.0;55-65
c_2934;939.81;19.99595744680851;47;0.0;m;65.0;55-65
c_2935;342.28;13.691199999999998;25;0.0;m;66.0;65+
c_2936;1056.28;14.274054054054053;74;0.0;m;43.0;35-45
c_2937;150.94;18.8675;8;0.0;m;25.0;<25
c_2938;330.96;17.41894736842105;19;1.0;f;57.0;55-65
c_2939;1631.77;12.361893939393939;132;0.0;f;37.0;35-45
c_294;2017.9499999999998;38.07452830188679;53;1.0;m;20.0;<25
c_2940;2202.94;16.19808823529412;136;0.0;f;42.0;35-45
c_2941;632.2;17.561111111111114;36;0.0;m;44.0;35-45
c_2942;2218.97;19.99072072072072;111;1.0;m;64.0;55-65
c_2943;1811.09;13.21963503649635;137;0.0;m;48.0;45-55
c_2944;254.76999999999998;15.923124999999999;16;1.0;m;59.0;55-65
c_2945;409.12;19.48190476190476;21;1.0;f;56.0;55-65
c_2946;639.99;18.28542857142857;35;1.0;m;53.0;45-55
c_2947;589.31;31.01631578947368;19;2.0;f;32.0;25-35
c_2948;271.21;24.655454545454543;11;1.0;f;29.0;25-35
c_2949;655.64;38.56705882352941;17;2.0;f;26.0;25-35
c_295;3256.57;12.622364341085271;258;0.0;m;41.0;35-45
c_2950;724.74;30.1975;24;1.0;m;20.0;<25
c_2951;3229.46;14.102445414847162;229;0.0;m;51.0;45-55
c_2952;1935.1599999999999;16.261848739495797;119;1.0;m;60.0;55-65
c_2953;288.51;20.607857142857142;14;1.0;f;22.0;<25
c_2954;728.99;15.510425531914894;47;1.0;f;54.0;45-55
c_2955;492.14000000000004;20.505833333333335;24;1.0;m;58.0;55-65
c_2956;1529.5;40.25;38;2.0;m;30.0;25-35
c_2957;1096.01;57.68473684210526;19;2.0;f;23.0;<25
c_2958;1588.27;66.17791666666666;24;2.0;f;29.0;25-35
c_2959;1212.12;15.74181818181818;77;1.0;m;60.0;55-65
c_296;885.96;19.26;46;0.0;m;20.0;<25
c_2960;1587.5;11.420863309352518;139;0.0;m;38.0;35-45
c_2961;1689.3799999999999;15.357999999999999;110;1.0;m;53.0;45-55
c_2962;651.75;14.8125;44;1.0;m;62.0;55-65
c_2963;1767.32;17.673199999999998;100;1.0;f;67.0;65+
c_2964;347.87;16.565238095238094;21;1.0;f;75.0;65+
c_2965;284.03;9.794137931034482;29;0.0;f;69.0;65+
c_2966;1686.94;32.441153846153846;52;1.0;f;27.0;25-35
c_2967;650.26;19.704848484848483;33;1.0;m;58.0;55-65
c_2968;841.29;18.28891304347826;46;1.0;m;61.0;55-65
c_2969;938.25;13.597826086956522;69;0.0;m;45.0;35-45
c_297;2608.19;37.25985714285714;70;2.0;m;22.0;<25
c_2970;323.82;12.454615384615384;26;1.0;m;77.0;65+
c_2971;1334.81;29.662444444444443;45;0.0;m;29.0;25-35
c_2972;1012.31;12.814050632911393;79;0.0;m;47.0;45-55
c_2973;978.28;39.1312;25;0.0;m;30.0;25-35
c_2974;1058.37;16.53703125;64;1.0;f;68.0;65+
c_2975;1529.23;21.53845070422535;71;1.0;f;32.0;25-35
c_2976;118.27;11.827;10;0.0;f;75.0;65+
c_2977;269.7;17.98;15;1.0;m;22.0;<25
c_2978;2722.66;11.941491228070175;228;0.0;f;47.0;45-55
c_2979;1325.37;14.891797752808987;89;0.0;m;51.0;45-55
c_298;555.85;24.167391304347827;23;0.0;f;20.0;<25
c_2980;828.3199999999999;12.743384615384615;65;0.0;m;52.0;45-55
c_2981;1652.51;12.332164179104478;134;0.0;f;33.0;25-35
c_2982;4282.55;13.726121794871796;312;0.0;f;34.0;25-35
c_2983;961.25;13.538732394366198;71;0.0;m;42.0;35-45
c_2984;1783.62;13.615419847328244;131;0.0;f;49.0;45-55
c_2985;321.03999999999996;16.896842105263158;19;1.0;m;60.0;55-65
c_2986;524.3299999999999;20.166538461538458;26;1.0;m;59.0;55-65
c_2987;1043.75;17.110655737704917;61;1.0;m;54.0;45-55
c_2988;236.7;14.79375;16;0.0;f;37.0;35-45
c_2989;2509.67;73.81382352941176;34;2.0;f;21.0;<25
c_299;1136.2;24.7;46;1.0;f;32.0;25-35
c_2990;362.63;11.3321875;32;0.0;m;48.0;45-55
c_2991;3540.15;13.615961538461539;260;0.0;m;37.0;35-45
c_2992;857.13;13.824677419354838;62;0.0;f;50.0;45-55
c_2993;1499.73;17.042386363636364;88;1.0;m;60.0;55-65
c_2994;1676.24;15.10126126126126;111;0.0;m;51.0;45-55
c_2995;1191.49;11.796930693069307;101;0.0;f;36.0;35-45
c_2996;3439.89;12.285321428571429;280;0.0;m;44.0;35-45
c_2997;2521.9;14.248022598870056;177;0.0;m;46.0;45-55
c_2998;2006.36;47.77047619047619;42;0.0;m;21.0;<25
c_2999;354.88;16.13090909090909;22;0.0;m;61.0;55-65
c_3;1006.55;14.379285714285714;70;0.0;m;45.0;35-45
c_30;827.02;43.52736842105263;19;2.0;f;24.0;<25
c_300;525.63;22.853478260869565;23;0.0;f;29.0;25-35
c_3000;3349.59;14.31448717948718;234;0.0;f;39.0;35-45
c_3001;145.25;18.15625;8;1.0;f;57.0;55-65
c_3002;1129.24;14.477435897435898;78;0.0;m;45.0;35-45
c_3003;1567.04;60.27076923076923;26;2.0;f;25.0;<25
c_3004;2080.61;34.676833333333335;60;1.0;m;20.0;<25
c_3005;1479.49;11.931370967741936;124;0.0;f;52.0;45-55
c_3006;973.36;15.20875;64;0.0;m;33.0;25-35
c_3007;213.25;16.403846153846153;13;1.0;f;32.0;25-35
c_3008;455.9;45.589999999999996;10;1.0;f;21.0;<25
c_3009;1045.6499999999999;34.855;30;1.0;m;20.0;<25
c_301;491.12;35.08;14;1.0;f;20.0;<25
c_3010;1103.8799999999999;14.917297297297296;74;0.0;f;37.0;35-45
c_3011;4022.55;51.57115384615385;78;2.0;m;28.0;25-35
c_3012;505.09;12.62725;40;0.0;f;41.0;35-45
c_3013;4081.65;34.590254237288136;118;1.0;f;24.0;<25
c_3014;1277.21;16.167215189873417;79;1.0;m;54.0;45-55
c_3015;761.09;36.242380952380955;21;1.0;f;26.0;25-35
c_3016;682.4;40.141176470588235;17;2.0;f;27.0;25-35
c_3018;212.69;15.192142857142857;14;0.0;f;56.0;55-65
c_3019;641.3199999999999;30.539047619047615;21;1.0;f;32.0;25-35
c_302;2085.11;35.950172413793105;58;1.0;f;23.0;<25
c_3020;415.57;12.9865625;32;1.0;m;63.0;55-65
c_3021;1235.0;17.642857142857142;70;1.0;f;70.0;65+
c_3022;3733.31;15.42690082644628;242;0.0;f;40.0;35-45
c_3023;524.72;24.986666666666668;21;1.0;m;54.0;45-55
c_3024;179.96;44.99;4;2.0;f;31.0;25-35
c_3025;3163.65;13.127178423236515;241;0.0;m;37.0;35-45
c_3026;135.84;19.405714285714286;7;1.0;m;55.0;45-55
c_3027;778.4399999999999;29.939999999999998;26;2.0;m;25.0;<25
c_3028;4773.23;13.185718232044199;362;0.0;f;45.0;35-45
c_3029;2309.13;13.503684210526316;171;0.0;f;47.0;45-55
c_303;464.14;38.678333333333335;12;2.0;f;32.0;25-35
c_3030;4759.04;13.79431884057971;345;0.0;m;35.0;25-35
c_3031;2351.85;14.16777108433735;166;0.0;f;50.0;45-55
c_3032;3734.44;13.48173285198556;277;0.0;m;38.0;35-45
c_3033;1652.62;47.21771428571428;35;2.0;f;29.0;25-35
c_3034;693.04;11.948965517241378;58;0.0;f;43.0;35-45
c_3035;2274.02;15.575479452054795;146;1.0;m;60.0;55-65
c_3036;428.4;15.866666666666665;27;0.0;m;62.0;55-65
c_3037;2920.06;18.13701863354037;161;1.0;m;75.0;65+
c_3038;174.49;58.163333333333334;3;2.0;m;22.0;<25
c_3039;405.31;16.2124;25;0.0;f;61.0;55-65
c_304;1692.8899999999999;14.469145299145298;117;0.0;f;36.0;35-45
c_3040;371.28;17.68;21;1.0;f;52.0;45-55
c_3041;734.41;29.3764;25;1.0;f;28.0;25-35
c_3042;488.25;14.795454545454545;33;0.0;f;64.0;55-65
c_3043;678.66;21.892258064516128;31;1.0;m;57.0;55-65
c_3044;987.0899999999999;15.423281249999999;64;0.0;m;41.0;35-45
c_3045;1471.84;45.995;32;2.0;m;27.0;25-35
c_3046;829.51;14.55280701754386;57;1.0;f;66.0;65+
